,Id,Number_of_dependents__c,Disability_Rating__c,days_seek_services,length_of_service,"Highest_Level_of_Education_Completed__c__2 Year Degree (AA, AS, etc.)","Highest_Level_of_Education_Completed__c__4 Year Degree (BA, BS, etc.)","Highest_Level_of_Education_Completed__c__Doctorate (PhD, MD, etc.)",Highest_Level_of_Education_Completed__c__High School/GED,"Highest_Level_of_Education_Completed__c__Post-Graduate Degree (MA, MS, JD, etc.)",Service_Branch__c__Air Force,Service_Branch__c__Army,Service_Branch__c__Coast Guard,Service_Branch__c__Marines,Service_Branch__c__Navy,Gender__c__Female,Gender__c__Male,complete_survey
50093,0033800002kBLa9AAG,0.0,0,2444.0,1585.0,0,0,0,1,0,0,1,0,0,0,1,0,0
50094,0033800002kBLaAAAW,0.0,0,0.0,7275.0,0,1,0,0,0,0,0,0,0,1,1,0,0
50095,0033800002kBLaBAAW,0.0,0,0.0,8706.0,0,1,0,0,0,0,1,0,0,0,0,1,1
50097,0033800002kBLaDAAW,0.0,0,740.0,9162.0,0,1,0,0,0,0,1,0,0,0,1,0,0
50098,0033800002kBLaEAAW,0.0,0,0.0,8555.0,0,1,0,0,0,1,0,0,0,0,0,1,0
50099,0033800002kBLaFAAW,0.0,0,0.0,174.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50107,0033800002kBLgLAAW,0.0,70,1367.0,1775.0,0,0,0,1,0,0,0,0,0,1,1,0,0
50118,0033800002kBLlfAAG,0.0,0,408.0,1461.0,0,0,0,1,0,0,0,0,0,1,0,1,0
50119,0033800002kBLmdAAG,0.0,0,0.0,3308.0,0,0,0,1,0,0,1,0,0,0,1,0,1
50123,0033800002kBM3GAAW,0.0,0,0.0,638.0,0,0,0,1,0,0,1,0,0,0,1,0,0
50144,0033800002kBMX6AAO,0.0,0,4424.0,8129.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50158,0033800002kBN74AAG,0.0,60,804.0,2085.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50161,0033800002kBNB1AAO,0.0,0,0.0,3398.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50162,0033800002kBNJZAA4,0.0,0,3549.0,1751.0,1,0,0,0,0,1,0,0,0,0,1,0,0
50163,0033800002kBNNWAA4,0.0,0,11.0,11298.0,0,1,0,0,0,0,0,0,1,0,0,1,1
50166,0033800002kBNhzAAG,0.0,0,0.0,4778.0,1,0,0,0,0,0,1,0,0,0,0,1,0
50170,0033800002kBNu3AAG,0.0,0,127.0,1460.0,0,0,0,1,0,0,0,0,0,1,0,1,0
50171,0033800002kBNwTAAW,0.0,0,287.0,1020.0,0,0,0,1,0,0,0,0,0,1,0,1,0
50172,0033800002kBO69AAG,0.0,0,399.0,5211.0,0,0,0,1,0,0,1,0,0,0,0,1,1
50173,0033800002kBO6YAAW,0.0,100,0.0,5195.0,0,0,0,0,1,0,1,0,0,0,0,1,1
50174,0033800002kBOC2AAO,0.0,0,0.0,8540.0,0,0,0,0,1,0,1,0,0,0,0,1,1
50176,0033800002kBOxIAAW,0.0,0,0.0,11140.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50181,0033800002kBPDGAA4,0.0,0,0.0,8036.0,0,0,0,1,0,0,0,0,0,1,0,1,0
50182,0033800002kBPEiAAO,0.0,0,0.0,7312.0,0,0,0,0,1,0,0,0,0,1,0,1,0
50183,0033800002kBPHrAAO,0.0,0,13.0,2888.0,0,0,0,1,0,0,0,0,0,1,1,0,0
50185,0033800002kBPOTAA4,0.0,0,20.0,3387.0,0,1,0,0,0,1,0,0,0,0,0,1,0
50194,0033800002kBQ0XAAW,0.0,0,0.0,2637.0,1,0,0,0,0,0,0,0,0,1,0,1,0
50195,0033800002kBQ2OAAW,0.0,0,0.0,1771.0,0,1,0,0,0,0,1,0,0,0,0,1,1
50199,0033800002kBQGbAAO,0.0,0,101.0,8429.0,1,0,0,0,0,1,0,0,0,0,0,1,1
50202,0033800002kBQJSAA4,0.0,0,372.0,1098.0,0,0,0,0,1,0,1,0,0,0,0,1,0
50203,0033800002kBQLnAAO,0.0,0,68.0,3594.0,0,1,0,0,0,0,0,0,0,1,0,1,1
50204,0033800002kBQQiAAO,0.0,0,0.0,7305.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50224,0033800002kBQXPAA4,0.0,80,5808.0,2885.0,0,0,0,1,0,1,0,0,0,0,0,1,0
50226,0033800002kBQadAAG,0.0,0,990.0,1460.0,1,0,0,0,0,0,0,0,1,0,0,1,0
50227,0033800002kBQl7AAG,0.0,0,0.0,7381.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50228,0033800002kBQq2AAG,0.0,0,7.0,3581.0,0,0,0,0,1,0,1,0,0,0,0,1,0
50229,0033800002kBQzxAAG,0.0,0,193.0,1662.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50236,0033800002kBRtzAAG,0.0,0,0.0,7322.0,1,0,0,0,0,1,0,0,0,0,0,1,1
50240,0033800002kBSj2AAG,0.0,0,4667.0,1461.0,0,0,0,0,1,0,0,0,1,0,1,0,0
50241,0033800002kBSjWAAW,0.0,0,3.0,138.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50242,0033800002kBT8gAAG,0.0,0,1409.0,6918.0,0,0,1,0,0,1,0,0,0,0,0,1,1
50243,0033800002kBTAcAAO,0.0,0,0.0,2694.0,1,0,0,0,0,0,1,0,0,0,0,1,0
50244,0033800002kBTArAAO,0.0,0,0.0,9811.0,0,1,0,0,0,0,0,0,0,1,0,1,1
50245,0033800002kBTBQAA4,0.0,0,0.0,7823.0,0,0,0,0,1,1,0,0,0,0,0,1,1
50251,0033800002kBTo4AAG,0.0,0,0.0,781.0,0,1,0,0,0,0,0,1,0,0,0,1,0
50253,0033800002kBTp7AAG,0.0,0,2323.0,1538.0,0,0,0,1,0,1,0,0,0,0,1,0,1
50260,0033800002kBTvpAAG,0.0,10,375.0,2943.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50263,0033800002kBU4NAAW,0.0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0
50265,0033800002kBU6OAAW,0.0,0,222.0,8765.0,0,0,0,1,0,0,0,0,0,1,1,0,1
50270,0033800002kBUH7AAO,0.0,0,5021.0,1924.0,0,0,0,1,0,0,0,0,0,1,0,1,1
50272,0033800002kBUR4AAO,0.0,100,408.0,8772.0,0,0,0,0,1,0,1,0,0,0,0,1,0
50273,0033800002kBUUmAAO,0.0,0,2365.0,3946.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50275,0033800002kBUWYAA4,0.0,0,1661.0,1949.0,0,1,0,0,0,0,1,0,0,0,0,1,1
50276,0033800002kBUWiAAO,0.0,0,0.0,7326.0,0,0,0,1,0,0,0,0,0,1,0,1,1
50278,0033800002kBUYAAA4,0.0,0,0.0,1460.0,0,0,0,1,0,0,1,0,0,0,0,1,1
50280,0033800002kBUZhAAO,0.0,0,4715.0,3245.0,0,1,0,0,0,0,1,0,0,0,1,0,1
50283,0033800002kBUhbAAG,0.0,0,0.0,7255.0,0,1,0,0,0,1,0,0,0,0,0,1,0
50286,0033800002kBUoSAAW,0.0,0,2943.0,4413.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50288,0033800002kBUrqAAG,0.0,0,0.0,7309.0,0,0,0,1,0,0,0,0,0,1,0,1,1
50291,0033800002kBVeUAAW,0.0,0,38.0,2901.0,0,0,0,1,0,1,0,0,0,0,0,1,0
50292,0033800002kBVfhAAG,1.0,80,52.0,1818.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50293,0033800002kBVuwAAG,0.0,0,0.0,7336.0,0,0,0,1,0,1,0,0,0,0,0,1,0
50309,0033800002kBW8lAAG,0.0,0,0.0,3593.0,0,1,0,0,0,0,1,0,0,0,1,0,0
50310,0033800002kBWB1AAO,0.0,0,0.0,10981.0,0,0,0,1,0,0,0,0,0,1,1,0,0
50311,0033800002kBWIsAAO,0.0,0,0.0,9515.0,0,0,0,1,0,0,1,0,0,0,0,1,1
50312,0033800002kBWJlAAO,0.0,0,28.0,2674.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50314,0033800002kBWOWAA4,0.0,0,0.0,9270.0,0,0,0,0,1,0,0,0,0,1,0,1,0
50316,0033800002kBWV3AAO,0.0,0,0.0,7508.0,0,1,0,0,0,1,0,0,0,0,0,1,0
50320,0033800002kBWakAAG,0.0,50,1051.0,3014.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50324,0033800002kBWaoAAG,0.0,0,21.0,9527.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50327,0033800002kBWnUAAW,3.0,0,0.0,8493.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50330,0033800002kBWy3AAG,0.0,0,0.0,11254.0,0,0,0,0,1,0,1,0,0,0,0,1,1
50331,0033800002kBWzpAAG,0.0,0,0.0,3684.0,0,0,0,0,1,1,0,0,0,0,0,1,0
50332,0033800002kBX1WAAW,0.0,0,0.0,9586.0,1,0,0,0,0,0,1,0,0,0,0,1,0
50333,0033800002kBX2PAAW,0.0,0,0.0,9983.0,1,0,0,0,0,0,1,0,0,0,0,1,1
50335,0033800002kBXGbAAO,0.0,0,0.0,4746.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50338,0033800002kBXb0AAG,0.0,60,1727.0,2221.0,0,0,0,0,1,1,0,0,0,0,0,1,1
50341,0033800002kBXgAAAW,0.0,0,0.0,7306.0,0,0,0,0,1,0,1,0,0,0,0,1,0
50342,0033800002kBXhwAAG,0.0,0,0.0,6030.0,1,0,0,0,0,1,0,0,0,0,0,1,0
50343,0033800002kBXi1AAG,0.0,0,0.0,13566.0,1,0,0,0,0,0,1,0,0,0,0,1,0
50345,0033800002kBXoEAAW,0.0,0,0.0,2070.0,0,0,0,0,1,0,1,0,0,0,0,1,1
50346,0033800002kBXu2AAG,0.0,0,0.0,8841.0,0,0,0,0,1,0,0,0,0,1,1,0,0
50349,0033800002kBYBSAA4,0.0,0,0.0,2193.0,0,0,0,1,0,0,0,0,0,1,0,1,0
50353,0033800002kBYh9AAG,0.0,0,0.0,8920.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50356,0033800002kBYoyAAG,0.0,0,0.0,5511.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50357,0033800002kBYuxAAG,0.0,0,0.0,7697.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50360,0033800002kBZ78AAG,0.0,0,0.0,7312.0,1,0,0,0,0,0,0,0,0,1,0,1,0
50361,0033800002kBZBZAA4,0.0,0,1040.0,2474.0,0,1,0,0,0,0,0,0,0,1,1,0,1
50362,0033800002kBZEOAA4,0.0,0,0.0,4274.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50366,0033800002kBZSfAAO,0.0,0,0.0,1461.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50370,0033800002kBZdEAAW,0.0,0,0.0,7726.0,0,0,0,0,1,1,0,0,0,0,0,1,0
50371,0033800002kBZgNAAW,0.0,0,3702.0,1856.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50372,0033800002kBZnEAAW,0.0,0,0.0,1420.0,0,0,0,1,0,0,0,0,0,1,1,0,0
50374,0033800002kBZxdAAG,0.0,80,1483.0,3664.0,0,0,0,0,1,0,1,0,0,0,1,0,0
50376,0033800002kBa58AAC,0.0,0,0.0,4040.0,1,0,0,0,0,1,0,0,0,0,1,0,0
50378,0033800002kBa7JAAS,0.0,0,7.0,5546.0,0,0,0,0,1,0,1,0,0,0,0,1,0
50379,0033800002kBa8HAAS,0.0,0,0.0,2636.0,0,0,0,0,1,1,0,0,0,0,0,1,0
50380,0033800002kBa8vAAC,4.0,0,0.0,2191.0,1,0,0,0,0,1,0,0,0,0,0,1,1
50381,0033800002kBaClAAK,0.0,0,3771.0,3793.0,1,0,0,0,0,0,1,0,0,0,0,1,1
50386,0033800002kBaxPAAS,0.0,0,0.0,2195.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50388,0033800002kBbJmAAK,0.0,0,0.0,8505.0,1,0,0,0,0,1,0,0,0,0,0,1,0
50389,0033800002kBbKBAA0,0.0,0,0.0,8800.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50390,0033800002kBbWCAA0,0.0,0,1903.0,3094.0,1,0,0,0,0,0,1,0,0,0,1,0,0
50394,0033800002kBbgWAAS,0.0,0,0.0,7318.0,0,0,0,0,1,1,0,0,0,0,0,1,0
50395,0033800002kBbglAAC,0.0,0,84.0,7330.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50401,0033800002kBc4YAAS,0.0,0,0.0,7328.0,1,0,0,0,0,1,0,0,0,0,0,1,1
50402,0033800002kBcBFAA0,0.0,0,0.0,11927.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50403,0033800002kBcLFAA0,0.0,0,0.0,9557.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50404,0033800002kBcSfAAK,0.0,0,846.0,1855.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50405,0033800002kBcg8AAC,0.0,0,0.0,3174.0,0,0,0,1,0,0,0,0,1,0,0,1,1
50406,0033800002kBcpoAAC,0.0,0,6846.0,4061.0,0,1,0,0,0,0,0,0,0,1,0,1,0
50407,0033800002kBctqAAC,0.0,0,0.0,5570.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50408,0033800002kBcxdAAC,0.0,0,0.0,3904.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50410,0033800002kBd5XAAS,0.0,0,5460.0,1460.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50412,0033800002kBdNqAAK,0.0,0,0.0,7328.0,0,1,0,0,0,0,1,0,0,0,0,1,1
50418,0033800002kBdhsAAC,0.0,0,0.0,10961.0,0,0,0,1,0,0,0,0,1,0,0,1,1
50420,0033800002kBdkSAAS,0.0,0,12505.0,1200.0,0,1,0,0,0,0,0,1,0,0,0,1,0
50421,0033800002kBdm9AAC,4.0,60,0.0,2636.0,0,0,0,1,0,0,1,0,0,0,0,1,1
50422,0033800002kBdvfAAC,0.0,0,0.0,3119.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50423,0033800002kBdyPAAS,0.0,0,0.0,5892.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50424,0033800002kBe81AAC,0.0,10,2530.0,1357.0,0,0,0,0,1,0,0,0,1,0,0,1,1
50426,0033800002kBeEYAA0,0.0,0,0.0,7841.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50427,0033800002kBeMwAAK,0.0,0,0.0,1096.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50428,0033800002kBeNVAA0,0.0,0,0.0,7744.0,0,0,0,1,0,0,1,0,0,0,0,1,1
50431,0033800002kBeckAAC,0.0,80,3382.0,1729.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50432,0033800002kBei9AAC,0.0,0,0.0,3138.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50438,0033800002kBfNLAA0,0.0,0,0.0,3469.0,1,0,0,0,0,1,0,0,0,0,1,0,0
50439,0033800002kBfOTAA0,0.0,0,0.0,7327.0,0,0,0,0,1,0,0,0,1,0,0,1,1
50441,0033800002kBfTsAAK,0.0,0,0.0,7753.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50443,0033800002kBfZlAAK,0.0,0,0.0,1431.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50444,0033800002kBfgXAAS,0.0,0,0.0,1521.0,0,0,0,0,1,0,1,0,0,0,0,1,1
50446,0033800002kBfhuAAC,0.0,70,807.0,6590.0,0,0,0,0,1,1,0,0,0,0,0,1,1
50450,0033800002kBflmAAC,0.0,0,0.0,8427.0,0,0,0,0,1,0,1,0,0,0,1,0,0
50451,0033800002kBfm6AAC,0.0,0,0.0,1460.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50452,0033800002kBfmuAAC,0.0,0,0.0,3736.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50456,0033800002kBftqAAC,0.0,0,712.0,1034.0,0,0,0,1,0,0,0,0,0,1,1,0,0
50457,0033800002kBg3AAAS,0.0,0,0.0,1460.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50458,0033800002kBg3jAAC,0.0,60,954.0,1346.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50462,0033800002kBgleAAC,0.0,0,0.0,7746.0,0,1,0,0,0,1,0,0,0,0,0,1,1
50464,0033800002kBh3kAAC,0.0,30,3981.0,121.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50465,0033800002kBhJnAAK,0.0,0,9904.0,3652.0,1,0,0,0,0,1,0,0,0,0,0,1,0
50466,0033800002kBhQkAAK,0.0,0,0.0,2597.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50468,0033800002kBhY0AAK,0.0,0,2027.0,7688.0,0,1,0,0,0,0,0,0,0,1,0,1,0
50469,0033800002kBhZwAAK,0.0,0,0.0,1057.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50470,0033800002kBhe4AAC,0.0,0,383.0,7534.0,0,0,0,0,1,1,0,0,0,0,0,1,1
50476,0033800002kBiHlAAK,0.0,0,0.0,7307.0,0,1,0,0,0,0,1,0,0,0,0,1,1
50477,0033800002kBiLnAAK,0.0,0,0.0,1783.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50480,0033800002kBiTrAAK,0.0,0,8861.0,2807.0,0,1,0,0,0,0,0,0,0,1,0,1,0
50481,0033800002kBiX5AAK,0.0,0,0.0,5607.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50482,0033800002kBiXZAA0,0.0,0,0.0,8837.0,0,1,0,0,0,0,0,0,1,0,0,1,0
50483,0033800002kBiZ6AAK,0.0,0,0.0,7661.0,0,1,0,0,0,0,1,0,0,0,1,0,0
50486,0033800002kBilHAAS,0.0,0,0.0,7639.0,0,1,0,0,0,0,0,0,0,1,0,1,0
50488,0033800002kBjD6AAK,0.0,0,0.0,9901.0,1,0,0,0,0,0,1,0,0,0,0,1,0
50491,0033800002kBjV5AAK,0.0,0,0.0,383.0,0,0,0,1,0,0,0,0,1,0,0,1,1
50494,0033800002kBjgwAAC,0.0,0,0.0,7429.0,0,0,0,0,1,0,0,0,0,1,0,1,1
50495,0033800002kBjiJAAS,0.0,0,0.0,1460.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50496,0033800002kBjvSAAS,0.0,0,0.0,2922.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50497,0033800002kBjygAAC,0.0,0,3.0,1461.0,0,0,0,1,0,0,1,0,0,0,1,0,1
50498,0033800002kBk29AAC,0.0,0,0.0,1825.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50502,0033800002kBkGnAAK,0.0,0,0.0,1229.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50505,0033800002kBkglAAC,0.0,0,0.0,7597.0,0,1,0,0,0,0,0,0,0,1,0,1,1
50509,0033800002kBl2XAAS,0.0,0,974.0,6872.0,0,1,0,0,0,0,1,0,0,0,1,0,0
50510,0033800002kBl4OAAS,0.0,100,1295.0,4423.0,0,0,0,1,0,0,0,0,1,0,1,0,1
50513,0033800002kBl6yAAC,0.0,0,5702.0,3269.0,0,0,0,1,0,1,0,0,0,0,1,0,0
50515,0033800002kBl99AAC,0.0,20,564.0,7328.0,0,0,0,1,0,0,1,0,0,0,1,0,0
50516,0033800002kBlAWAA0,0.0,0,0.0,1521.0,0,0,0,1,0,0,0,0,0,1,0,1,0
50517,0033800002kBlAvAAK,0.0,70,362.0,2836.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50521,0033800002kBlMIAA0,0.0,0,0.0,1460.0,0,1,0,0,0,0,1,0,0,0,1,0,0
50524,0033800002kBlPqAAK,0.0,0,16.0,2223.0,1,0,0,0,0,0,1,0,0,0,0,1,0
50527,0033800002kBlSVAA0,0.0,0,0.0,7689.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50528,0033800002kBlVAAA0,0.0,0,0.0,5113.0,1,0,0,0,0,0,1,0,0,0,0,1,0
50530,0033800002kBlXtAAK,0.0,0,0.0,4816.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50533,0033800002kBllkAAC,0.0,0,0.0,7827.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50536,0033800002kBmcAAAS,0.0,0,0.0,7305.0,0,1,0,0,0,0,0,0,0,1,0,1,1
50537,0033800002kBmcBAAS,0.0,30,2604.0,1339.0,0,1,0,0,0,0,1,0,0,0,1,0,1
50538,0033800002kBmcCAAS,0.0,0,0.0,10346.0,0,1,0,0,0,0,1,0,0,0,0,1,1
50541,0033800002kBmdCAAS,0.0,0,86.0,11120.0,0,0,0,0,1,0,1,0,0,0,0,1,1
50561,0033800002kBmmGAAS,0.0,0,58.0,1460.0,0,0,0,1,0,0,1,0,0,0,0,1,1
50578,0033800002kBmoRAAS,0.0,0,0.0,7324.0,0,0,0,0,1,0,1,0,0,0,0,1,0
50597,0033800002kBmr6AAC,0.0,0,0.0,7220.0,0,1,0,0,0,0,0,0,0,1,0,1,0
50613,0033800002kBmtMAAS,0.0,0,29.0,1457.0,0,1,0,0,0,0,0,0,0,1,1,0,0
50618,0033800002kBmuAAAS,0.0,0,1371.0,7664.0,1,0,0,0,0,0,1,0,0,0,0,1,0
50620,0033800002kBmwuAAC,0.0,0,620.0,1210.0,1,0,0,0,0,0,1,0,0,0,1,0,0
50621,0033800002kBn3WAAS,0.0,0,0.0,6270.0,1,0,0,0,0,0,1,0,0,0,1,0,0
50626,0033800002kBnKmAAK,0.0,0,0.0,9209.0,0,1,0,0,0,0,0,0,0,1,0,1,0
50632,0033800002kBndKAAS,0.0,0,0.0,11056.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50633,0033800002kBndUAAS,0.0,0,0.0,4867.0,1,0,0,0,0,0,1,0,0,0,1,0,0
50634,0033800002kBnfGAAS,0.0,70,2290.0,1371.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50635,0033800002kBnfaAAC,0.0,0,0.0,8402.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50636,0033800002kBnfkAAC,0.0,0,0.0,2581.0,0,0,0,0,1,0,0,0,1,0,0,1,0
50639,0033800002kBnqOAAS,0.0,0,1406.0,1990.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50640,0033800002kBnwRAAS,0.0,0,0.0,1375.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50642,0033800002kBo3mAAC,0.0,0,0.0,9513.0,1,0,0,0,0,0,1,0,0,0,0,1,1
50644,0033800002kBo4QAAS,0.0,0,0.0,2950.0,0,0,0,1,0,1,0,0,0,0,0,1,0
50645,0033800002kBoO6AAK,0.0,0,13.0,10738.0,0,1,0,0,0,0,1,0,0,0,0,1,1
50646,0033800002kBoOaAAK,0.0,0,0.0,2555.0,0,0,0,1,0,0,1,0,0,0,1,0,1
50647,0033800002kBoPJAA0,0.0,0,0.0,8836.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50648,0033800002kBoPOAA0,0.0,0,0.0,7430.0,0,0,0,0,1,1,0,0,0,0,0,1,0
50649,0033800002kBoQ7AAK,0.0,0,0.0,9192.0,0,0,0,0,1,0,1,0,0,0,0,1,1
50650,0033800002kBoQMAA0,0.0,0,8330.0,8018.0,0,0,0,0,1,0,1,0,0,0,0,1,0
50651,0033800002kBoSDAA0,0.0,0,1588.0,1450.0,0,0,0,0,1,0,1,0,0,0,0,1,1
50652,0033800002kBoYBAA0,0.0,0,0.0,7783.0,1,0,0,0,0,0,1,0,0,0,0,1,0
50654,0033800002kBofvAAC,0.0,0,0.0,7318.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50655,0033800002kBojxAAC,0.0,0,0.0,3930.0,0,0,0,1,0,0,0,0,0,1,0,1,0
50656,0033800002kBokbAAC,0.0,0,0.0,1461.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50657,0033800002kBooiAAC,0.0,0,0.0,7328.0,0,0,0,1,0,0,0,0,0,1,0,1,0
50658,0033800002kBopRAAS,0.0,0,0.0,1552.0,0,1,0,0,0,0,1,0,0,0,1,0,0
50660,0033800002kBorrAAC,0.0,90,0.0,9154.0,1,0,0,0,0,0,1,0,0,0,0,1,0
50664,0033800002kBp8fAAC,0.0,30,10345.0,1248.0,0,0,0,0,1,0,0,0,0,1,0,1,1
50665,0033800002kBpCXAA0,0.0,0,33.0,2099.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50666,0033800002kBpEEAA0,0.0,0,0.0,8475.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50667,0033800002kBpGaAAK,0.0,0,0.0,3269.0,1,0,0,0,0,0,0,0,1,0,0,1,0
50675,0033800002kBqA6AAK,0.0,0,1504.0,1752.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50677,0033800002kBqIKAA0,0.0,0,77.0,2802.0,0,0,0,0,1,0,0,0,0,1,0,1,1
50681,0033800002kBqSFAA0,0.0,50,934.0,1844.0,0,1,0,0,0,0,1,0,0,0,0,1,1
50682,0033800002kBqYXAA0,0.0,0,0.0,8588.0,0,0,0,0,1,1,0,0,0,0,1,0,1
50685,0033800002kBqb7AAC,0.0,0,2177.0,2183.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50688,0033800002kBqhbAAC,0.0,40,199.0,2027.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50690,0033800002kBqjhAAC,0.0,0,226.0,2329.0,0,0,0,1,0,0,0,0,0,1,0,1,0
50691,0033800002kBqowAAC,0.0,0,11133.0,1460.0,0,1,0,0,0,1,0,0,0,0,0,1,1
50701,0033800002kBsMeAAK,0.0,0,243.0,9069.0,0,1,0,0,0,1,0,0,0,0,0,1,0
50703,0033800002kBsUsAAK,0.0,0,1200.0,1461.0,0,1,0,0,0,0,0,0,0,1,0,1,1
50707,0033800002kBsn6AAC,0.0,0,0.0,2052.0,0,0,0,1,0,0,1,0,0,0,1,0,1
50708,0033800002kBso9AAC,0.0,0,0.0,1249.0,0,0,0,1,0,0,1,0,0,0,1,0,0
50709,0033800002kBspHAAS,3.0,90,0.0,7688.0,1,0,0,0,0,1,0,0,0,0,0,1,1
50710,0033800002kBszWAAS,0.0,90,1255.0,3725.0,0,0,0,1,0,0,1,0,0,0,0,1,0
50711,0033800002kBt6cAAC,0.0,0,0.0,1095.0,0,0,1,0,0,1,0,0,0,0,0,1,0
50712,0033800002kBt9CAAS,0.0,0,0.0,9131.0,1,0,0,0,0,0,1,0,0,0,0,1,0
50715,0033800002kBtKtAAK,0.0,0,0.0,3910.0,0,0,0,0,1,0,0,0,0,1,0,1,1
50717,0033800002kBtYvAAK,0.0,0,0.0,9506.0,0,1,0,0,0,0,0,0,1,0,0,1,1
50720,0033800002kBtnHAAS,0.0,0,0.0,7320.0,0,0,0,1,0,0,0,0,0,1,0,1,0
50724,0033800002kBuPQAA0,0.0,50,1559.0,1967.0,0,1,0,0,0,0,1,0,0,0,0,1,0
50725,0033800002kBuTIAA0,0.0,30,347.0,2680.0,0,0,0,1,0,0,1,0,0,0,0,1,1
50727,0033800002kBuThAAK,0.0,0,1389.0,1532.0,0,0,0,1,0,0,0,0,1,0,0,1,0
50733,0033800002kBucZAAS,0.0,0,56.0,1827.0,0,0,0,1,0,0,0,0,1,0,0,1,1
50739,0033800002kBvEuAAK,0.0,60,291.0,4048.0,1,0,0,0,0,0,1,0,0,0,0,1,1
50740,0033800002kBvK9AAK,0.0,0,1373.0,1904.0,0,0,0,1,0,0,1,0,0,0,0,1,1
50746,0033800002kBvPnAAK,0.0,0,4849.0,2922.0,1,0,0,0,0,0,1,0,0,0,1,0,0
50751,0033800002kBvT1AAK,0.0,0,1837.0,1837.0,0,0,0,1,0,1,0,0,0,0,0,1,0
50752,0033800002kBvTaAAK,0.0,0,1453.0,1263.0,0,1,0,0,0,0,1,0,0,0,1,0,1
